titleKey,title,year,type,status,traktId,imdbId,tmdbId,myRating,ratedAt,plays,lastWatchedAt,airedEpisodes,completionStatus,favorite,watchlistedAt,citedBy,genres,overview,keywords,originalLanguage,tmdbVoteAverage,tmdbVoteCount,tmdbPopularity,similarToIds,recommendedIds,similarToTitles,similarToDirectors,subgenres,tones,subjects,era,topCast,releaseDate,runtime,creator,belongsToCollection,tmdbStatus,numberOfSeasons,numberOfEpisodes,tmdbFetchedAt,rottenTomatoes,metacritic,rtAudience,metacriticUser,omdbImdbRating,omdbImdbVotes,oscarWins,oscarNominations,emmyWins,emmyNominations,totalAwardWins,totalAwardNominations,awardsRaw,omdbFetchedAt,excludedFromRecommendations,exclusionReasonCode,exclusionReasonLabel,isRecommendationEligible,predictedScore,confidenceScore,popularityScore,imdbPopularityScore,criticScoreComputed,audienceScoreComputed,awardsScoreComputed,reason
show:106292,Julie and the Phantoms,2020,show,Candidate,,tt10183988,106292,,,,,,,false,,,Family; Comedy; Sci-Fi & Fantasy,Teenage Julie finds her passion for music and life while helping the Phantoms -- a trio of ghostly guys -- become the band they were never able to be.,musical; friendship; high school; female protagonist; first love; lgbt; ghost; inspiring; teenage protagonist; growing pains; heartfelt; gal pals; magical realism,en,8.413,630,6.7055,97860; 3921; 34671; 278604; 62234; 32022; 2234; 2243; 242503; 31885; 95269; 2184; 31820; 2131; 2152; 2158; 127164; 278449; 95392; 62104,2309; 605; 4288; 61852; 4602; 137; 31132; 62783; 46028; 2957; 223447; 1760; 131378; 61175; 1660; 38867; 1720; 4575; 61617; 326,"Regular Show; Over the Garden Wall; Steven Universe; Sabrina, the Teenage Witch; Danny Phantom",,coming-of-age; musical,inspirational,lgbtq,,Madison Reyes; Charlie Gillespie; Sacha Carlson; Owen Patrick Joyner; Jeremy Shada,2020-09-10,30,Dan Cross,,Canceled,1,9,2026-09-18,93,77,98,87,8.4,13598,0,0,0,0,6,12,6 wins & 12 nominations total,2026-09-10,false,,,true,62,90,63,66,85,93,24,"Subject Match — Touches on lgbtq, themes you've responded well to."
show:94997,House of the Dragon,2022,show,Candidate,,tt11198330,94997,,,,,,,false,,,Sci-Fi & Fantasy; Drama; Action & Adventure,"The Targaryen dynasty is at the absolute apex of its power, with more than 15 dragons under their yoke. Most empires crumble from such heights. In the case of the Targaryens, their slow fall begins when King Viserys breaks with a century of tradition by naming his daughter Rhaenyra heir to the Iron Throne. But when Viserys later fathers a son, the court is shocked when Rhaenyra retains her status as his heir, and seeds of division sow friction across the realm.",based on novel or book; kingdom; prequel; dysfunctional family; knight; dragon; king; fantasy world; dark fantasy; epic battle; power struggle; power madness; grimdark,en,8.382,7124,116.7431,239384; 346; 29004; 92426; 275722; 275734; 314; 318; 124843; 124861; 124938; 28913; 275969; 207333; 305814; 305817; 305820; 289; 92646; 239614,1399; 71912; 118956; 90802; 71914; 7704; 63333; 63210; 224372; 219543; 62417; 97333; 106541; 135934; 44217; 83125; 71024; 128839; 65988; 88987,Game of Thrones; Vikings; The Witcher; The Sandman; The Last Kingdom,,family-drama,gritty; dark; intense; slow-burn,politics-power; power-corruption; family-dynamics,,Matt Smith; Emma D'Arcy; Olivia Cooke; James Norton; Steve Toussaint,2022-08-21,,George R.R. Martin,,Returning Series,3,26,2026-09-18,88,72,73,58,8.3,543152,0,0,2,0,23,99,Won 2 Primetime Emmys. 23 wins & 99 nominations total,2026-09-10,false,,,true,63,100,86,92,80,66,100,"Subject Match — Touches on politics-power / power-corruption / family-dynamics, themes you've responded well to."
show:243881,House of David,2025,show,Candidate,,tt30955673,243881,,,,,,,false,,,Drama,"Tells the story of the ascent of the biblical figure, David, who becomes the most celebrated king of Israel. The series follows the once-mighty King Saul as he falls victim to his own pride. At the direction of God, the prophet Samuel anoints an unlikely, outcast teenager as the new king.",christianity; bible; kingdom; religion; prophet; king; historical; david vs. goliath; giant; religious film; christian film; christian faith; historical epic; biblical; biblical epic,en,8.374,294,19.7615,1399; 1401; 208783; 94277; 30826; 94167; 61053; 1669; 209055; 1621; 61289; 94536; 209109; 61446; 277931; 124595; 124605; 28680; 92090; 92135,7343; 60685; 93740; 63333; 40360; 116761; 46639; 90399; 222766; 259702; 13397; 94997; 65814; 62977; 1399; 44217; 123548; 323411; 70485; 156473,Game of Thrones; Vikings; House of the Dragon; The Last Kingdom; Foundation,David E. Kelley,historical,inspirational; character-driven; intense; slow-burn,religion-faith; politics-power; power-corruption,,Michael Iskander; Ali Suliman; Indy Lewis; Ethan Kai; Oded Fehr,2025-02-27,,Jon Erwin,,Returning Series,3,24,2026-09-18,67,80,88,78,7.4,13195,0,0,0,0,1,2,1 win & 2 nominations total,2026-09-10,false,,,true,80,90,55,66,74,83,4,"Similar Title — Similar to Boardwalk Empire, which you loved."
show:89393,9-1-1: Lone Star,2020,show,Candidate,,tt10323338,89393,,,,,,,false,,,Drama; Action & Adventure; Crime,"Nearly 20 years ago, Owen Strand was the lone survivor of his Manhattan firehouse on 9/11. In the wake of the attack, Owen had the unenviable task of rebuilding his station. After a similar tragedy happens to a firehouse in Austin, Owen, along with his troubled firefighter son, T.K., takes his progressive philosophies of life and firefighting down to Texas, where he helps them start anew. On the surface, Owen is all about big-city style and swagger, but underneath he struggles with a secret he hides from the world - one that could very well end his life.","spin off; austin, texas; firefighter; rescue from fire",en,8.05,1240,36.6327,60871; 208677; 94305; 1704; 94372; 1620; 30977; 208958; 94523; 277831; 61387; 61389; 126675; 94712; 91885; 203; 58841; 207207; 424; 512,5375; 68018; 60708; 76231; 128839; 222766; 114922; 66789; 71663; 247732; 1412; 201992; 195868; 4046; 210916; 72710; 10370; 194764; 262280; 60855,Arrow; Gotham; Chicago P.D.; La Brea; The Penguin,Russell T Davies,procedural; workplace-drama; ensemble,gritty; intense; character-driven; inspirational,grief-loss; trauma-abuse; redemption,,Rob Lowe; Gina Torres; Ronen Rubinstein; Jim Parrack; Natacha Karam,2020-01-19,,Brad Falchuk,,Ended,5,72,2026-09-18,75,67,75,51,7.3,26522,0,0,0,1,4,15,Nominated for 1 Primetime Emmy. 4 wins & 15 nominations total,2026-09-10,false,,,true,51,95,69,71,71,63,31,"Similar Title — Similar to The Penguin, which you loved."
movie:766507,Prey,2022,movie,Candidate,,tt11866324,766507,,,,,,,false,,,Thriller; Action; Science Fiction,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",hunter; native american; alien life-form; alien; prequel; decapitation; bear; dog; severed foot; bear attack; comanche; human vs alien; indigenous peoples; severed arm; dog hero,en,7.649,7981,17.7907,1116823; 369621; 574546; 170885; 150786; 150793; 348; 395; 74; 75; 87; 440; 530; 644; 701; 831; 840; 263456; 604; 607,395; 106; 1265609; 762441; 912649; 1141182; 688258; 8078; 522466; 296; 1994; 496704; 1257009; 13220; 324670; 1339173; 338676; 36648; 4923; 270771,Alien; The Matrix Reloaded; Indiana Jones and the Temple of Doom; A.I. Artificial Intelligence; Venom: The Last Dance,Steven Spielberg,creature-feature; survival-drama,gritty; intense; suspenseful,survival; resistance-rebellion,,Amber Midthunder; Dakota Beavers; Michelle Thrush; Stormee Kipp; Julian Black Antelope,2022-08-02,100,Dan Trachtenberg,Predator Collection,,,,2026-09-18,94,71,,48,7.1,277302,0,0,1,0,13,48,Won 1 Primetime Emmy. 13 wins & 48 nominations total,2026-09-11,false,,,true,58,100,87,87,83,48,94,Similar Title — Titles you rated highly list this as similar or recommended (1 time).
movie:529531,Hannah Gadsby: Nanette,2018,movie,Candidate,,tt8465676,529531,,,,,,,false,,,Comedy,The Australian comedian Hannah Gadsby is taking an anti-comedy stance in her newest special.,australia; sexual identity; comedian; stand-up comedy; art; anger; lgbt; woman director; tasmania,en,7.904,307,0.8439,924108; 123723; 123771; 369627; 369601; 370301; 122287; 1705141; 939997; 152756; 746334; 403339; 957304; 400738; 761270; 150657; 150669; 403499; 349; 1014925,505159; 74510; 15251; 14244; 27866; 429801; 1011579; 26477; 244001; 28333; 404022; 108930; 17927; 1410; 1729723; 34423; 32450; 931461; 76489; 42979,Fired Up!; The Three Stooges; Bo Burnham: What.; The Slammin' Salmon; The Ladies Man,,dark-comedy; character-study,witty; thoughtful; satirical; intense,lgbtq,,Hannah Gadsby,2018-06-19,69,Madeleine Parry,,,,,2026-09-18,100,,26,,8.1,13754,0,0,1,0,4,5,Won 1 Primetime Emmy. 4 wins & 5 nominations total,2026-09-11,false,,,true,64,90,56,66,100,26,33,"Subject Match — Touches on lgbtq, themes you've responded well to."
movie:522627,The Gentlemen,2020,movie,Candidate,,tt8367814,522627,,,,,,,false,,,Action; Comedy; Crime,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.","london, england; robbery; businessman; gangster; dark comedy; betrayal; marijuana; business; jewish american; gunfight; brutality; american abroad; irishman; scheme; bold",en,7.656,6871,30.9688,369557; 369545; 369560; 942328; 1150676; 1150679; 173050; 403337; 757854; 404279; 1522705; 122253; 387566; 575868; 150768; 1686640; 1686439; 123602; 1337567; 1147416,680; 1106289; 1239193; 13809; 1613; 7516; 958006; 136400; 59917; 972313; 241554; 342521; 340022; 4824; 500475; 33152; 190469; 8374; 648579; 921360,Pulp Fiction; The Boondock Saints; Sing Street; The Jackal; Keanu,,organized-crime; heist; dark-comedy,gritty,power-corruption; deception-secrets; criminal-life,,Matthew McConaughey; Charlie Hunnam; Michelle Dockery; Jeremy Strong; Lyne Renee,2020-01-01,113,Guy Ritchie,,,,,2026-09-18,75,51,84,78,7.8,452815,0,0,0,0,1,4,1 win & 4 nominations total,2026-09-11,false,,,true,63,100,86,90,63,81,6,Cast Affinity — You've loved 2 titles with Matthew McConaughey before.
movie:680058,The Rescue,2021,movie,Candidate,,tt9098872,680058,,,,,,,false,,,Documentary; Drama,"The enthralling, against-all-odds story that transfixed the world in 2018: the daring rescue of twelve boys and their coach from deep inside a flooded cave in Northern Thailand.",rescue; cave; natural disaster; monsoon; thailand; flooding; based on true story; trapped; rescue team; trapped in a mine; trapped underwater ; rescue force; daring rescue; trapped underground; cave diving,en,7.961,281,5.5866,924154; 1686425; 1492198; 1703965; 387474; 940000; 152760; 402693; 399440; 1336675; 761226; 986965; 986966; 403383; 403433; 174950; 398; 453; 462; 504,1018645; 1249216; 927081; 890825; 1715492; 1777; 4832; 1491570; 1451867; 1599090; 1426306; 936643; 1513598; 776552; 961722; 23128; 536841; 446663; 913838; 235199,A Beautiful Mind; Erin Brockovich; Monster; Capote; Fahrenheit 9/11,,disaster-drama; survival-drama,inspirational; intense; suspenseful,survival; found-family,,Jim Warny; Thanet Natisri; John Volanthen; Derek Anderson; Rick Stanton,2021-10-08,107,Jimmy Chin,,,,,2026-09-18,96,84,,,8.3,23780,0,0,0,0,18,40,Nominated for 1 BAFTA Award. 18 wins & 40 nominations total,2026-09-11,false,,,true,59,90,55,70,90,,76,"Subject Match — Touches on survival / found-family, themes you've responded well to."
movie:801335,Girl in the Basement,2021,movie,Candidate,,tt13269536,801335,,,,,,,false,,,Thriller; Crime; TV Movie,"Sara is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don. But before she could even blow out the candles, Don imprisons her in the basement of their home.",imprisonment; based on true story; basement; controlling parent; depressing,en,7.574,892,11.1233,986965; 986966; 387474; 761226; 940000; 575813; 270136; 453201; 9829; 9910; 9923; 445040; 1202957; 1397832; 1204360; 979; 446791; 1204346; 1049; 263782,15794; 1128377; 1659087; 13250; 336845; 1079346; 1598; 274; 158011; 395458; 4547; 18405; 497814; 136835; 291092; 656940; 182560; 1196573; 500922; 11229,The Silence of the Lambs; Panic Room; The Call; Butterfly on a Wheel; In Cold Light,,psychological-thriller; crime-thriller,dark,domestic-abuse; trauma-abuse; family-dynamics,,Judd Nelson; Stefanie Scott; Joely Fisher; Braxton Bjerken; Kim Rosen,2021-02-27,88,Elisabeth Röhm,,,,,2026-09-18,,,,,6.3,17040,0,0,0,0,0,1,1 nomination total,2026-09-11,false,,,true,64,90,66,68,,,1,"Similar Title — Similar to The Call, which you loved."
movie:334533,Captain Fantastic,2016,movie,Candidate,,tt3553976,334533,,,,,,,false,,,Drama; Comedy,"Deep in the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, beginning a journey that challenges his idea of what it means to be a parent.",parent child relationship; new mexico; socialism; wilderness; road trip; family relationships; survivalist; homeschooling; in-laws; mental illness; death of mother; washington state; bohemian; school bus; isolated house,en,7.89,6965,9.0607,123728; 123778; 122271; 152748; 152750; 1144647; 589049; 173057; 957304; 578908; 401947; 400650; 1760387; 991334; 150776; 150657; 744991; 757784; 176007; 349,20766; 1552; 342737; 726209; 1127628; 309304; 1033148; 4538; 13919; 239678; 915523; 861072; 58251; 152737; 500840; 334; 653712; 773975; 228108; 421,The Road; Leave the World Behind; The Life Aquatic with Steve Zissou; August: Osage County; Cockles and Muscles,,family-drama,character-driven; thoughtful; melancholy; offbeat,mental-health,,Viggo Mortensen; George MacKay; Samantha Isler; Annalise Basso; Nicholas Hamilton,2016-07-08,119,Matt Ross,,,,,2026-09-18,82,72,85,77,7.8,246036,0,1,0,0,15,51,Nominated for 1 Oscar. 15 wins & 51 nominations total,2026-09-11,false,,,true,67,100,86,86,77,81,96,"Subject Match — Touches on mental-health, themes you've responded well to."
show:71790,S.W.A.T.,2017,show,Candidate,,tt6111130,71790,,,,,,,false,,,Crime; Action & Adventure; Drama,"A Los Angeles S.W.A.T. sergeant is assigned to lead a highly skilled unit in the community where he grew up. Torn between loyalty to the streets, where the cops are sometimes the enemy, and allegiance to his brothers in blue, he strategically straddles the two worlds.","s.w.a.t.; elite unit; los angeles, california; reboot; lapd; police training; police sergeant; first responders; special response teams; tactical command unit; police procedural; based on tv series; dramatic",en,8.03,1606,111.9715,337; 346; 400; 424; 369; 92685; 480; 509; 518; 276234; 578; 586; 92852; 239826; 59610; 276254; 814; 93091; 678; 707,236429; 5375; 1414; 201992; 32632; 1973; 1450; 18797; 75797; 262280; 5383; 1486; 76231; 239826; 285807; 75219; 73544; 66025; 106158; 2321,9-1-1; 24; The Owl House; The Shield; Mayans M.C.,Dick Wolf,police-procedural,gritty; intense; character-driven,law-enforcement; loyalty; identity-belonging,,Shemar Moore; Jay Harrington; David Lim; Patrick St. Esprit; Anna Enger Ritch,2017-11-02,,Aaron Rahsaan Thomas,,Canceled,8,163,2026-09-18,68,,68,,7.2,42290,0,0,0,4,1,16,Nominated for 4 Primetime Emmys. 1 win & 16 nominations total,2026-09-11,false,,,true,77,95,72,74,68,68,50,"Similar Title — Similar to The Shield, which you loved."
show:74577,The End of the F***ing World,2017,show,Candidate,,tt6257970,74577,,,,,,,false,,,Comedy; Drama; Crime,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a darkly comedic road trip in search of her real father.",psychopath; road trip; dark comedy; coming of age; rebellion; burlesque; teen drama; deadpan; provocative; teenager; offbeat; bold,en,8.022,3678,12.3621,30631; 1395; 1396; 1467; 1486; 1417; 1424; 1426; 241257; 60827; 60839; 241112; 241099; 126164; 60811; 208684; 93972; 94016; 1536; 1583,67697; 69050; 100883; 236235; 228421; 900; 81358; 136044; 74317; 92621; 39525; 64199; 186; 212246; 73552; 107113; 67883; 10370; 76438; 42282,Breaking Bad; Riverdale; Orange Is the New Black; Gossip Girl; Only Murders in the Building,Jenji Kohan,coming-of-age; psychological-thriller; dark-comedy,intense; offbeat,identity-belonging; youth-and-adolescence; self-discovery,,Alex Lawther; Jessica Barden; Naomi Ackie; Josh Dylan,2017-10-24,,Jonathan Entwistle,,Ended,2,16,2026-09-18,94,,92,,8,237714,0,0,0,2,12,17,Nominated for 2 Primetime Emmys. 12 wins & 17 nominations total,2026-09-11,false,,,true,100,95,80,86,94,92,57,"Similar Title — Similar to Breaking Bad and Weeds, which you loved."
show:82744,Catch-22,2019,show,Candidate,,tt5056196,82744,,,,,,,false,,,Comedy; Drama; War & Politics,"Pianosa Island, Italy, World War II. Bombardier John Yossarian tries to fulfill his duty, maintain sanity and return home as soon as possible, but incompetence and bureaucracy constantly stand in his way.",based on novel or book; world war ii; u.s. air force; miniseries; air raid; bombardier; 1940s; south italy; military camp,en,7.335,300,16.4336,60875; 60907; 1457; 1391; 1395; 1399; 1405; 241275; 241290; 126254; 1479; 1425; 241064; 241065; 241114; 241084; 30427; 30503; 60770; 306871,46518; 4613; 32675; 17035; 16997; 222405; 238339; 138624; 93870; 11095; 212246; 83015; 126308; 71789; 94244; 225647; 93287; 73178; 216082; 87523,Game of Thrones; Dexter; Band of Brothers; House of Cards; The Pacific,,dark-comedy; military-drama; satire,satirical; dark; witty; character-driven,power-corruption; war-conflict,early-1900s,Christopher Abbott; Kyle Chandler; Daniel David Stewart; Tessa Ferrer; Lewis Pullman,2019-05-17,45,Luke Davies,,Ended,1,6,2026-09-18,84,,81,,7.7,22781,0,0,0,2,0,20,Nominated for 2 Primetime Emmys. 20 nominations total,2026-09-11,false,,,true,82,90,55,70,84,81,36,Cast Affinity — You've loved 2 titles with Kyle Chandler before.
show:80350,New Amsterdam,2018,show,Candidate,,tt7817340,80350,,,,,,,false,,,Drama,"The new medical director breaks the rules to heal the system at America's oldest public hospital. Max Goodwin sets out to tear up the bureaucracy and provide exceptional care, but the doctors and staff are not so sure he can succeed. They've heard this before. Not taking ""no"" for an answer, Dr. Goodwin's instinctive response to problems large and small is four simple words: ""How can I help?"" He has to disrupt the status quo and prove he'll stop at nothing to breathe new life into this underfunded and underappreciated hospital, returning it to the glory that put it on the map.",based on novel or book; health care reform   ; health care; hospital; doctor; doctor patient relationship; public health; medical drama; healthcare; hopeful,en,8.297,1113,32.3592,239384; 333; 29004; 92426; 275734; 268; 239362; 28913; 275969; 207333; 305814; 305817; 305820; 289; 92646; 239615; 92689; 239711; 207368; 207371,61014; 62650; 3172; 93749; 63418; 123192; 125952; 4588; 249695; 116761; 156401; 93463; 71712; 72787; 83851; 130464; 90399; 217211; 210239; 238339,The Good Doctor; Chicago Med; ER; The Undoing; The Knick,,medical,inspirational,healthcare-medicine; class-wealth-corporate; workplace-culture,,Ryan Eggold; Janet Montgomery; Jocko Sims; Tyler Labine; Sandra Mae Frank,2018-09-25,,David Schulner,,Ended,5,89,2026-09-18,62,63,50,65,7.9,55163,0,0,0,0,6,7,6 wins & 7 nominations total,2026-09-11,false,,,true,76,95,68,76,63,58,19,"Similar Title — Similar to The Undoing, which you loved."
show:63404,Taskmaster,2015,show,Candidate,,tt4934214,63404,,,,,,,false,,,Comedy,"Greg Davies is the Taskmaster, and with the help of his ever-loyal assistant Alex Horne, they will set out to test the wiles, wit, wisdom and skills of five hyper-competitive comedians. Who will be crowned the Taskmaster champion?",competition; taskmaster; comedian; game show; challenge; task; panel show; complicated,en,8.319,226,32.1829,92254; 92453; 59154; 231; 92670; 239598; 276166; 92561; 616; 92874; 793; 797; 816; 819; 729; 58564; 91873; 58762; 239144; 930,2299; 816; 3269; 110; 65701; 4277; 971; 4775; 9895; 192; 57607; 905; 3253; 654; 1400; 2996; 39357; 62649; 4439; 1849,Seinfeld; The Office; Superstore; Suburgatory; A Bit of Fry & Laurie,,sitcom,witty; hilarious; offbeat,sports-competition; friendship-community,,Greg Davies; Alex Horne; Chloe Petts; Isy Suttie; Matt Lucas,2015-07-28,,Alex Horne,,Returning Series,22,202,2026-09-18,96,80,96,79,9,30264,0,0,0,0,4,17,Won 2 BAFTA 4 wins & 17 nominations total,2026-09-11,false,,,true,66,90,53,72,88,88,25,"Similar Title — Similar to Seinfeld, which you loved."
show:72844,The Haunting of Hill House,2018,show,Candidate,,tt6763664,72844,,,,,,,false,,,Mystery; Drama,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.",sibling relationship; based on novel or book; halloween; haunted house; supernatural; family relationships; old dark house; ghost; curious; supernatural power; supernatural horror; horror,en,8.104,2840,17.5277,64835; 97801; 245325; 34660; 34671; 278577; 278589; 209727; 278605; 62231; 209809; 95403; 32016; 32022; 95480; 95486; 95487; 2229; 242503; 95259,67136; 253321; 61986; 126254; 1622; 269; 79242; 109958; 40008; 62231; 7087; 157065; 39852; 88055; 211358; 73987; 67135; 125816; 87773; 63210,Supernatural; Chilling Adventures of Sabrina; Hannibal; This Is Us; The Haunting of Bly Manor,Mike Flanagan,family-drama; supernatural-horror,dark,grief-loss; trauma-abuse; family-dynamics,,Michiel Huisman; Elizabeth Reaser; Kate Siegel; Oliver Jackson-Cohen; Victoria Pedretti,2018-10-12,,Mike Flanagan,,Ended,1,10,2026-09-18,93,79,91,82,8.5,325686,0,0,0,0,9,36,9 wins & 36 nominations total,2026-09-11,false,,,true,86,95,77,88,86,87,54,Similar Title — Titles you rated highly list this as similar or recommended (2 times).
show:2902,Queer as Folk,2000,show,Candidate,,tt0262985,2902,,,,,,,false,,,Drama,"Brash humor and genuine emotion make up this original series revolving around the lives, loves, ambitions, careers and friendships of a group of gay men and women living on Liberty Avenue in contemporary Pittsburgh, PA. The show offers an unapologetic look at modern, urban gay and lesbian lives while addressing the most critical health and political issues affecting the community. Sometimes racy, sometimes sensitive and always straight to the heart.","age difference; lgbt; pittsburgh, pennsylvania",en,8.3,544,19.4398,260; 124834; 124922; 275824; 239268; 239337; 407; 207272; 305755; 207371; 305955; 92835; 207624; 92925; 207773; 240150; 207759; 93184; 239907; 125383,250988; 81747; 72071; 88055; 107365; 1448; 134967; 130842; 61931; 250307; 90399; 212462; 96718; 207759; 116761; 85385; 216089; 91746; 241372; 262848,Heartstopper; The Pitt; Servant; Bel-Air; Tell Me a Story,,ensemble; social-drama; character-study,gritty; witty; character-driven; thoughtful,lgbtq,,Gale Harold; Randy Harrison; Hal Sparks; Peter Paige; Scott Lowell,2000-12-03,,Daniel Lipman,,Ended,5,83,2026-09-18,100,61,76,88,8.5,23754,0,0,0,0,8,34,8 wins & 34 nominations total,2026-09-11,false,,,true,63,90,61,70,81,82,50,"Similar Title — Similar to The Pitt, which you loved."
show:66871,SIX,2017,show,Candidate,,tt5541338,66871,,,,,,,false,,,War & Politics; Drama; Crime; Action & Adventure,Action drama series inspired by the real missions of Navy SEAL Team Six.,kidnapping; navy; u.s. navy seal; terrorism; special forces; veteran; military; boko haram,en,7.263,522,16.4684,1444; 60929; 1407; 1429; 60831; 60833; 60855; 208606; 60802; 30762; 1516; 241303; 94244; 60956; 61135; 61223; 31026; 61259; 61387; 209094,71789; 2321; 243006; 120911; 93870; 1407; 32573; 1412; 4297; 16997; 114922; 271855; 61859; 66857; 88118; 73117; 86733; 69309; 5829; 254701,Arrow; Homeland; The Pacific; SEAL Team; The Night Manager,,psychological-thriller,gritty; intense; suspenseful,cult-extremism,,Olivia Munn; Barry Sloane; Dominic Adams; Kyle Schmid; Juan Pablo Raba,2017-01-18,43,William Broyles Jr.,,Canceled,2,18,2026-09-18,62,54,88,62,7.3,14693,0,0,0,0,2,2,2 wins & 2 nominations total,2026-09-11,false,,,true,65,90,61,67,58,75,6,"Similar Title — Similar to Homeland, which you loved."
movie:948549,Love Lies Bleeding,2024,movie,Candidate,,tt19637052,948549,,,,,,,false,,15,Crime; Romance; Thriller,"Reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Las Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou’s criminal family.",homicide; blackmail; fbi; new mexico; eroticism; bisexuality; american dream; addiction; bodybuilder; steroids; murder; dirty cop; female protagonist; las vegas; brutality,en,6.563,1027,8.0019,369627; 369557; 1720745; 399506; 401898; 403339; 403499; 744952; 745172; 744930; 1146363; 175983; 176000; 589049; 589060; 1136279; 1686474; 122249; 370232; 1711691,18588; 27582; 319; 11507; 395817; 1089; 38700; 617502; 656940; 9437; 835112; 346685; 26268; 127521; 1530875; 64689; 1007734; 793; 281; 8068,Bad Boys for Life; The Girl on the Train; Desperado; Sing Street; Kiss the Girls,,murder-mystery; procedural,gritty,drug-addiction,,Kristen Stewart; Katy O'Brian; Ed Harris; Dave Franco; Jena Malone,2024-03-07,104,Rose Glass,,,,,2026-09-18,94,77,32,63,6.6,61557,0,0,0,0,5,49,Nominated for 1 BAFTA Award5 wins & 49 nominations total,2026-09-11,false,,,true,54,95,67,77,86,48,59,"Subject Match — Touches on drug-addiction, themes you've responded well to."
movie:774752,The Guardians of the Galaxy Holiday Special,2022,movie,Candidate,,tt13623136,774752,,,,,,,false,,6,Comedy; Science Fiction; Adventure,"On a mission to make Christmas unforgettable for Quill, the Guardians head to Earth in search of the perfect present.",holiday; superhero; celebrity; saving christmas; talking dog; based on movie; aftercreditsstinger; marvel cinematic universe (mcu); christmas; christmas special; short film; holiday special; space dog,en,7.086,2474,9.3633,387426; 387440; 387554; 387468; 746333; 1719332; 1522705; 1522715; 727346; 727359; 941006; 150657; 150776; 150654; 150669; 150670; 1686570; 728960; 1508506; 574695,567604; 141052; 524434; 68721; 118340; 447365; 283995; 299536; 99861; 609681; 845781; 24428; 284054; 1061474; 10138; 297556; 640146; 284053; 127585; 436270,The Avengers; Avengers: Infinity War; Guardians of the Galaxy; Black Panther; Guardians of the Galaxy Vol. 2,James Gunn,superhero,hilarious; witty; offbeat,found-family; friendship-community,,Chris Pratt; Dave Bautista; Karen Gillan; Pom Klementieff; Vin Diesel,2022-11-24,45,James Gunn,,,,,2026-09-18,95,,81,,6.9,107876,0,0,0,0,4,7,4 wins & 7 nominations total,2026-09-11,false,,,true,60,95,76,80,95,81,15,Cast Affinity — You've loved 1 title with Chris Pratt before.
show:207411,Good American Family,2025,show,Candidate,,tt21441010,207411,,,,,,,false,,4,Drama,"A Midwestern couple adopts who they believe to be a little girl with dwarfism, but gradually start to believe she may not be who she says she is.",adoption; based on true story; anthology; dwarfism,en,7.6,266,16.1261,28571; 124800; 124817; 124822; 305605; 305596; 91978; 28599; 29898; 29917; 60042; 29854; 29855; 306502; 93536; 208307; 30088; 126038; 208548; 60622,199001; 269; 90257; 125116; 67198; 194766; 111141; 71712; 67136; 123192; 107365; 223313; 68507; 71914; 3172; 54344; 61816; 323903; 224372; 33852,The Good Doctor; Fargo; His Dark Materials; This Is Us; The Leftovers,,psychological-thriller; mystery-drama,suspenseful; dark; twisty; slow-burn,deception-secrets; identity-belonging; parenthood,,Ellen Pompeo; Mark Duplass; Imogen Faith Reid; Sarayu Blue; Dulé Hill,2025-03-19,,Katie Robbins,,Returning Series,2,8,2026-09-18,50,58,48,40,6.7,9155,0,0,0,0,1,1,1 win & 1 nomination total,2026-09-11,false,,,true,82,90,54,63,54,44,3,"Similar Title — Similar to Fargo, which you loved."
movie:367412,Whiplash,2013,movie,Candidate,,tt2654430,367412,,,,,,,false,,,Drama; Music,"A ferocious, bullying music teacher teaches a dedicated student.",music teacher; jazz band; verbal abuse; short film; proof of concept,en,7.778,432,3.332,1686570; 1686434; 1687469; 1492389; 1492329; 369581; 791586; 924155; 728869; 986984; 434635; 1329107; 991341; 727334; 1116760; 1705119; 557525; 923106; 727501; 1508507,244786; 11564; 159667; 9909; 75752; 528761; 35030; 603519; 14882; 1405769; 26149; 1450257; 14299; 2054; 12763; 17332; 14414; 109417; 206284; 41823,Whiplash; Beats; Coda,,psychological-drama; character-study,intense; gritty; dark; character-driven,trauma-abuse; ambition-reinvention; artistic-creative,,Johnny Simmons; J.K. Simmons; Nate Lang; C.J. Vana; Honora Javier,2013-01-18,18,Damien Chazelle,,,,,2026-09-18,91,89,91,88,7.8,7741,0,0,0,0,2,1,2 wins & 1 nomination total,2026-09-11,false,,,true,82,90,59,62,90,90,5,Creator Match — You've loved 2 titles from director Damien Chazelle before.
